2	2.0	edge	31676	1.555	16
2	2.0	edge	47514	1.553	13
2	4.0	edge	7919	1.512	19
2	2.0	edge	55433	1.523	19
2	4.0	edge	15838	1.505	15
2	2.0	edge	63352	1.535	10
2	4.0	edge	23757	1.534	12
2	4.0	edge	47514	1.546	14
2	4.0	edge	63352	1.519	19
2	4.0	edge	31676	1.536	13
2	4.0	edge	55433	1.540	16
2	4.0	edge	39595	1.510	20
10	0.0	edge	15838	1.527	9
10	0.0	edge	23757	1.541	12
10	0.0	edge	39595	1.506	9
10	0.0	edge	31676	1.483	10
10	0.0	edge	7919	1.455	12
10	1.0	edge	15838	1.465	21
10	0.0	edge	63352	1.482	17
10	1.0	edge	7919	1.479	26
10	0.0	edge	47514	1.563	12
10	0.0	edge	55433	1.495	12
10	1.0	edge	55433	1.464	21
10	1.0	edge	47514	1.476	18
10	1.0	edge	39595	1.449	24
10	1.0	edge	23757	1.454	22
10	1.0	edge	31676	1.467	23
10	2.0	edge	23757	1.396	22
10	1.0	edge	63352	1.473	18
10	2.0	edge	7919	1.383	24
10	2.0	edge	31676	1.404	32
10	2.0	edge	15838	1.427	29
10	2.0	edge	55433	1.410	24
10	2.0	edge	39595	1.420	26
10	4.0	edge	7919	1.409	29
10	2.0	edge	47514	1.413	36
10	2.0	edge	63352	1.383	30
10	4.0	edge	31676	1.407	21
10	4.0	edge	15838	1.389	17
10	4.0	edge	23757	1.415	18
10	4.0	edge	39595	1.404	25
10	4.0	edge	47514	1.402	31
30	0.0	edge	7919	1.455	12
30	0.0	edge	15838	1.527	9
30	0.0	edge	23757	1.541	12
10	4.0	edge	63352	1.360	31
10	4.0	edge	55433	1.398	30
30	0.0	edge	63352	1.482	17
30	0.0	edge	39595	1.506	9
30	0.0	edge	55433	1.495	12
30	0.0	edge	31676	1.483	10
30	0.0	edge	47514	1.563	12
30	1.0	edge	23757	1.437	29
30	1.0	edge	31676	1.385	34
30	1.0	edge	15838	1.402	34
30	1.0	edge	7919	1.342	29
30	1.0	edge	39595	1.345	32
30	1.0	edge	55433	1.406	30
30	1.0	edge	47514	1.414	32
30	1.0	edge	63352	1.462	29
30	2.0	edge	7919	1.322	31
30	2.0	edge	15838	1.410	22
30	2.0	edge	47514	1.389	19
30	2.0	edge	31676	1.345	28
30	2.0	edge	39595	1.397	25
30	2.0	edge	55433	1.416	17
30	2.0	edge	23757	1.409	33
30	4.0	edge	7919	1.365	21
30	2.0	edge	63352	1.413	24
30	4.0	edge	31676	1.342	35
30	4.0	edge	15838	1.363	22
30	4.0	edge	23757	1.346	25
30	4.0	edge	55433	1.336	25
30	4.0	edge	39595	1.316	35
100	0.0	edge	7919	1.455	12
30	4.0	edge	63352	1.348	37
30	4.0	edge	47514	1.418	19
100	0.0	edge	47514	1.563	12
100	0.0	edge	23757	1.541	12
100	0.0	edge	39595	1.506	9
100	0.0	edge	15838	1.527	9
100	0.0	edge	31676	1.483	10
100	0.0	edge	63352	1.482	17
100	1.0	edge	15838	1.367	37
100	1.0	edge	23757	1.391	31
100	1.0	edge	7919	1.357	31
100	0.0	edge	55433	1.495	12
100	1.0	edge	55433	1.387	31
100	1.0	edge	63352	1.409	27
100	1.0	edge	47514	1.365	40
100	1.0	edge	39595	1.281	50
100	1.0	edge	31676	1.306	36
100	2.0	edge	15838	1.355	20
100	2.0	edge	23757	1.413	23
100	2.0	edge	7919	1.368	19
100	2.0	edge	39595	1.340	26
100	2.0	edge	31676	1.301	28
100	2.0	edge	55433	1.405	30
100	4.0	edge	15838	1.262	22
100	2.0	edge	47514	1.375	29
100	4.0	edge	7919	1.300	27
100	2.0	edge	63352	1.355	26
100	4.0	edge	23757	1.316	23
100	4.0	edge	47514	1.402	23
100	4.0	edge	31676	1.342	28
100	4.0	edge	55433	1.243	23
100	4.0	edge	39595	1.407	23
100	4.0	edge	63352	1.313	18
